"No.","Time","Source","Destination","Protocol","Length","Info"
"17052","16.994030","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:23872 (Valid,Primary,Ok,Run)"
"17053","16.995893","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:44992 (Valid,Primary,Ok,Run)"
"17054","16.996330","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:23936 (Valid,Primary,Ok,Run)"
"17055","16.998228","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
"17056","16.998228","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24000 (Valid,Primary,Ok,Run)"
"17057","17.000122","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"17058","17.000446","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45120 (Valid,Primary,Ok,Run)"
"17059","17.001926","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45184 (Valid,Primary,Ok,Run)"
"17060","17.002359","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24128 (Valid,Primary,Ok,Run)"
"17061","17.003927","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45248 (Valid,Primary,Ok,Run)"
"17062","17.004268","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24192 (Valid,Primary,Ok,Run)"
"17063","17.005902","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45312 (Valid,Primary,Ok,Run)"
"17064","17.006353","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24256 (Valid,Primary,Ok,Run)"
"17065","17.007930","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45376 (Valid,Primary,Ok,Run)"
"17066","17.008290","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24320 (Valid,Primary,Ok,Run)"
"17067","17.009814","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45440 (Valid,Primary,Ok,Run)"
"17068","17.010159","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:24384 (Valid,Primary,Ok,Run)"
"17069","17.011815","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:45504 (Valid,Primary,Ok,Run)"
